nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
339.963006548877,-371.99583053292497,-395.9708368569543,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.05059014042354,-34.98338837395453,-369.0172191275401
339.963006548877,-371.9949914874802,-395.9698951585846,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.05059014042354,-34.98338821958737,-369.01728179547706
339.963006548877,-190.55802458182538,-395.9715008271745,-1.0303065600323393,195.97984881953732,98.98386305339905,-505.0505901404236,-34.98338352415969,-369.01705551572877
305.93701871891324,-371.9958358932952,-415.59565490497107,-1.0303065600323393,195.97984881953732,98.98386305339906,-331.5851461785418,-34.98343818836602,-369.01736345060317
339.96300654887705,-371.99467532562625,-395.96650754491935,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.05059014042365,-34.98371378602662,-369.01733030408906
339.96300654887705,-371.99638830167333,-395.9697359144146,-1.0303065600323393,195.97984881953732,317.5287541782075,-343.5416666437794,-34.98603283512945,-369.0167500566952
339.96300654887705,-371.995775197885,-395.97137031312445,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.05059014042365,-34.983358650344464,-369.0173610423478
339.96300654887705,-371.99577730206204,-395.9713309145971,-1.0303065600323396,195.97984881953732,98.98386305339908,-505.05059014042365,-34.98341517598064,-369.01736611946234
208.57924306260765,-371.9956510380154,-395.97131228086937,-1.0303065600323393,195.97984881953732,98.98386305339908,-505.05059014042365,-34.98325850405325,-369.0174113002148
504.0476008132204,-371.9955897089557,-395.9684988309102,-252.33881758270994,195.97984881953732,98.98386305339908,-302.2368027677896,-34.98324976842396,-369.0166047777112
339.96300654887705,-371.99578718311307,-395.9712137073618,-1.0303065600323393,195.97984881953732,98.98386305339908,-505.0505901404236,-34.98343333585518,-369.017329446104
339.96300654887705,-371.99578718311307,-395.9712137073618,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.05059014042354,-34.98343333585518,-369.017329446104
339.96300654887705,-371.9960171669194,-395.9712183984924,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.05059014042354,-34.98340339382051,-369.017316669752
339.96300654887705,-371.99578003429014,-395.97121825753345,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.0505901404236,-34.98341815890604,-369.017424179141
339.96300654887705,-371.9904814608186,-395.9685289783644,-1.0303065600323396,194.14126502533435,98.98386305339909,-505.0505901404236,-34.98555452515726,-369.0187345425772
339.963006548877,-371.9905472195934,-395.9670675799286,-1.0303065600323393,93.53724090645147,98.98386305339906,-505.0505901404236,-153.8371010637789,-369.01883441535335
242.0854857640355,-371.99578718311307,-202.65964580113567,-1.0303065600323393,195.97984881953732,98.98386305339908,-515.7158172003094,-34.98343333585518,-369.01732944610393
339.96300654887705,-371.99578718311307,-395.9712137073618,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.0505901404236,-34.98343333585518,-369.01732944610393
339.96300654887705,-371.99578718311307,-395.9712137073618,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.05059014042354,-34.98343333585518,-369.017329446104
339.96300654887705,-371.99578718311307,-395.9712137073618,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.05059014042354,-34.98343333585518,-369.017329446104
339.96300654887705,-371.99481200230866,-323.23614482194404,217.5174429520202,195.97984881953732,98.98386305339908,-812.2406184244212,-34.98338837667053,-369.017089520228
339.963006548877,-371.995787183113,-395.9712137073618,-1.0303065600323393,195.97984881953732,98.98386305339908,-505.05059014042365,-34.98343333585518,-369.0173294461039
339.96300654887705,-371.99578718311307,-395.9712137073618,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.0505901404236,-34.98343333585518,-369.01732944610393
339.96300654887705,-371.99578718311307,-395.9712137073618,-1.0303065600323393,195.97984881953732,98.98386305339908,-505.05059014042365,-34.98343333585518,-369.01732944610393
339.96300654887705,-371.99631431835354,-395.9715479960357,-1.0303065600323396,195.97984881953732,98.98386305339908,-505.05059014042365,-34.98311738610409,-369.0170185243776
339.96300654887705,-371.9918729192253,-395.9713535100903,-1.0303065600323393,195.97984881953732,98.98386305339908,-505.05059014042365,-34.98305429694479,-369.01722989954726
339.96300654887693,-371.9949764544737,-395.96874711647314,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.05059014042365,-34.98443977578571,-369.01704567566054
339.96300654887693,-371.9949668751968,-395.97047253182615,-1.0303065600323396,195.97984881953732,98.98386305339906,-505.05059014042365,-34.98342623147584,-369.01758232888676
339.96300654887693,-371.9955555299509,-395.9656481824758,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.05059014042365,-34.983329797217664,-369.01667540644473
339.96300654887705,-371.98494076248875,-395.97181659371677,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.05059014042354,-34.98503893531611,-369.01692318856993
339.96300654887705,-371.9903689081407,-562.6982198023882,-1.0303065600323393,195.97984881953732,98.98386305339908,-505.05059014042354,-34.98641796130745,-369.0188135129048
339.96300654887705,-371.9945381934693,-395.9691350019331,-1.0303065600323393,195.97984881953732,98.98386305339906,-505.0505901404236,-34.98459431580469,-369.01995725228176
339.963006548877,-371.99578726321613,-395.9714895324269,-1.0303065600323393,195.97984881953735,98.98386305339908,-505.05059014042365,-34.983444136132775,-369.01741075756513
339.96300654887705,-371.99576523673085,-395.9712116952946,-1.0303065600323396,195.97984881953735,98.98386305339908,-505.05059014042354,-34.983329690192306,-369.01731640424487
