nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-502.0920484662271,-364.96200985170435,308.99223587764084,-201.64271690657148,355.0269469893093,69.00288141102283,-582.45740260108,-280.9054005279757,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.9922358776407,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559032,-280.90540052797576,-188.1033442020622
-502.0920484662271,-364.9620098517043,308.9922358776408,-54.03779613367838,355.0269469893093,69.00288141102283,-757.022531955903,-280.9054005279757,-188.10334420206217
-502.0920484662271,-364.96200985170435,308.9922358776408,-54.03779613367838,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279757,-188.10334420206217
-502.09204846622714,-228.0101667205614,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.022531955903,-280.9054005279757,-188.1033442020622
-502.0920484662271,-364.9620098517043,308.99223587764084,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559032,-280.9054005279757,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559029,-280.90540052797564,-188.10334420206217
-502.092048466227,-808.7569070138134,287.37393973792894,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279757,-188.1033442020622
-502.0920484662271,-364.96200985170435,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.022531955903,-280.9054005279757,-188.1033442020622
-502.09204846622714,-364.96200985170435,288.77124247500456,-202.41140377484305,355.0269469893093,69.00288141102283,-757.0225319559029,-280.9054005279757,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.9922358776408,-54.03779613367838,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279757,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.022531955903,-280.9054005279757,-188.1033442020622
-502.092048466227,-364.9620098517043,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279757,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.99223587764084,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559031,-280.90540052797576,-188.1033442020622
-502.0920484662271,-364.96200985170435,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559028,-280.90540052797564,-188.1033442020622
-502.0920484662271,-364.96200985170435,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559029,-280.9054005279757,-188.1033442020622
-502.0920484662272,-364.96200985170435,308.9922358776407,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559031,-280.90540052797576,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.9922358776408,-54.03779613367838,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279757,-188.1033442020622
-502.092048466227,-364.96200985170435,308.99223587764084,-54.03779613367839,355.02694698930935,69.00288141102283,-757.022531955903,-280.9054005279757,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.9922358776408,-54.03779613367839,355.02694698930935,69.00288141102283,-757.022531955903,-280.90540052797576,-188.1033442020622
-502.0920484662271,-364.96200985170435,350.4028824153928,335.8438092954584,355.0269469893093,69.00288141102283,-797.541050306065,-280.90540052797576,-188.1033442020622
-502.0920484662272,-364.96200985170435,308.99223587764084,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559029,-280.9054005279757,-188.1033442020622
-502.0920484662272,-364.96200985170435,308.99223587764084,-54.03779613367839,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279758,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.9922358776408,-54.03779613367839,355.0269469893093,69.00288141102283,-757.022531955903,-280.9054005279756,-188.1033442020622
-502.0920484662271,-364.96200985170435,308.99223587764084,-54.037796133678384,355.0269469893093,69.00288141102283,-757.022531955903,-280.9054005279757,-188.1033442020622
-502.0920484662271,-364.96200985170435,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279757,-188.1033442020622
-502.0920484662272,-364.96200985170435,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102281,-757.0225319559031,-280.9054005279757,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102281,-757.0225319559029,-280.9054005279757,-188.1033442020622
-502.0920484662271,-364.96200985170435,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279757,-188.1033442020622
-502.0920484662271,-364.96200985170435,308.99223587764084,-54.03779613367838,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279757,-188.1033442020622
-502.0920484662272,-364.96200985170435,308.9922358776407,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559029,-280.90540052797576,-188.1033442020622
-502.09204846622714,-464.78206496600563,308.9922358776407,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559032,-280.90540052797576,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559031,-280.90540052797576,-188.1033442020622
-502.0920484662271,-364.96200985170435,308.99223587764084,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279757,-188.1033442020622
-502.0920484662271,-364.96200985170435,308.9922358776408,-54.03779613367839,355.0269469893093,69.00288141102283,-757.0225319559029,-280.9054005279757,-188.1033442020622
