nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-502.0920484662271,-656.1874932626918,538.8196311843828,-54.037796133678384,355.0269469893093,69.00288141102283,-757.022531955903,-359.871340996902,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.9922358776407,-54.03779613367838,355.0269469893093,69.00288141102283,-757.0225319559029,-280.90540052797564,-188.1033442020622
-502.0920484662272,-364.96200985170435,308.9922358776408,-54.03779613367838,355.0269469893093,69.00288141102283,-757.0225319559029,-280.9054005279757,-188.1033442020622
-502.0920484662272,-364.96200985170435,308.9922358776407,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559029,-280.90540052797576,-188.1033442020622
-502.092048466227,-364.9620098517043,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279757,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.99223587764084,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559029,-280.90540052797564,-188.1033442020622
-502.092048466227,-364.96200985170424,308.99223587764084,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559032,-280.90540052797564,-188.1033442020622
-502.0920484662272,-364.96200985170435,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102284,-757.0225319559029,-280.9054005279757,-188.1033442020622
-502.0920484662272,-364.96200985170435,308.9922358776407,-54.037796133678384,355.0269469893093,69.00288141102284,-757.0225319559029,-280.9054005279757,-188.1033442020622
-502.09204846622714,-364.96200985170435,308.9922358776407,-54.03779613367839,355.0269469893093,69.00288141102283,-757.022531955903,-280.9054005279757,-188.1033442020622
-502.0920484662271,-364.96200985170435,308.9922358776408,-54.03779613367839,355.0269469893093,69.00288141102283,-757.0225319559028,-280.9054005279757,-188.1033442020622
-502.0920484662271,-364.9620098517043,308.99223587764084,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559029,-280.9054005279757,-188.1033442020622
-502.0920484662271,-364.96200985170435,308.99223587764084,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559029,-280.9054005279757,-188.1033442020622
-502.0920484662271,-364.9620098517044,308.9922358776408,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559031,-280.90540052797576,-188.1033442020622
-502.09204846622714,-364.9620098517044,308.9922358776407,-54.037796133678384,355.0269469893093,69.00288141102283,-757.0225319559031,-280.9054005279757,-188.1033442020622
