nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
1.9565403292620052e-16
6.533970563308668e-17
-1.1115488506942473e-17
-8.26422874290357e-17
-208.9224993381975
1.269701013351484e-16
8.330010241654581e-17
7.766837979144594e-17
1.9871497217073416e-16
1.211755081279286e-16
-8.170910859945999e-17
1.0408444174731613e-16
3.123944859521583e-17
1.556248484506696e-16
-1.6651516821863295e-17
-61.871742793662975
-1.2800387540077876e-16
1.0623772888097623e-16
2.3188845562108408e-17
1.4782387796478424e-16
1.6787512424659466e-16
1.760607386941827e-16
82.44288917434775
-2.3322930688096835e-18
-2.218615655931538e-17
1.2219006511218044e-16
-9.871106361786909e-17
-9.871106361786909e-17
-7.768519248323244e-17
1.1858110433823479e-16
-433.5958905258382
-1.1217890076252294e-16
1.1943640114383895e-16
-9.366882369891151e-17
-1.1461973361140956e-16
1.3261158016862707e-16
1.2638953600219917e-16
1.2300375516526978e-16
6.726754828721876e-17
2.012823135655463e-16
1.079106622139132e-16
2.9350400719143943e-18
-7.358547271724406e-17
1.4273508584920226e-16
9.39070579238219e-17
347.79703593639107
2.369958462538699e-16
-9.09010473868421e-17
-9.871106361786909e-17
1.0408444174731613e-16
