nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-236.22436894059442,526.6978827298553,-168.04970248751516,-10.876171789065637,78.13323206607784,62.11798087667884,-153.65418375302647,355.9873139063482,-283.88245759356937,342.8981561859738,-76.89952651061702,-79.0646235997933,-6.1122935758150785,-337.1669143112501,-116.8350033599153,321.08006688146816,-175.20925479476603,-38.89032408647035,-229.77069359590286,235.1288617466771,-22.085658133031238,-1.6273430986593946,36.13300320179041,-403.19724561438653,69.89665485669634,19.120638965568396,19.18870773858446,-176.7762999708424,18.18686178692517,-146.09455344687737,-27.827238916072382,-69.8429257850315,-234.15884304392748,124.04337746631488,750.3150202885429,429.9342119044395,252.78371060348147,-808.9608863805554,-156.7674300479603,307.15584656745966,90.18567083292785,271.9090808047306,-348.08148493010566,191.69271777959855,-534.5399901276875,70.94007581740516,-197.02594675947643,-186.16049572724722,-56.912797432232054,40.91527098441054,-420.0861956890765,-65.37889403867929,-30.459933943523147,-296.3239622797737,-468.28697177671063,-171.25855235822866,-155.6494068754875,275.06117773442634,87.93651129422989,801.3012248169637,497.78995451928597,-356.2204316748653,29.998877969138803,-42.85019785693987,-283.8616233482643,236.03223150671843,350.9496788135409,27.06970213387298,371.0005157253085,-325.76791912210257,184.2585434703875,2.3612763494809474,355.833212575493,486.96860062470137,68.88236057941805,12.761230702097926,-3.055590072733552,478.14719021770617,11.98009897987037,-142.2000626045006,153.089565978907,322.2641348645311,-175.05147175196527,-439.73500133148775,-72.01018433504493,-347.86598594366006,94.61827942783043,-180.06741414396663,-20.012027884676314,481.27220643325023,311.9279733056454,-53.70570536768497,440.7458237171626,-387.57820453858415,89.42143641731408,138.08819513986165,-356.925224745637,381.1206087194146,-85.03486099450285,120.18111280849445
NIND,NGEN,POP,CXPB,MUTPB
100,50,50,0.6,0.2
