nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771083
-321.0275683381815,-1.993812132323825,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.004403100433,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771083
-321.0275683381815,-96.96436675016606,-52.006849829320124,0.04172473363912044,310.004403100433,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771087
-321.0275683381815,-96.96436675016608,-52.00684982932011,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016606,-232.4197366727698,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.99722330997966,137.97740992442294,17.891011340771087
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.0044031004329,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.0044031004329,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.0044031004329,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.0044031004329,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.0044031004329,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016606,-52.00684982932011,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771087
-321.0275683381815,-96.96436675016606,-52.0068498293201,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771087
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771087
-321.0275683381815,-96.96436675016604,-52.00684982932012,0.04172473363912044,310.0044031004329,159.99256285594583,-160.9972233099797,537.3821655247342,348.4139348920669
-321.0275683381815,-96.96436675016604,-52.006849829320124,0.04172473363912044,310.0044031004329,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771087
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771087
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.977409924423,17.891011340771083
-321.0275683381815,-96.96436675016605,-52.00684982932011,0.04172473363912044,310.00440310043297,159.9925628559458,-160.99722330997972,137.97740992442297,17.891011340771083
-321.0275683381815,-96.96436675016604,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.99722330997972,137.97740992442297,17.891011340771083
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771087
-321.0275683381815,-96.96436675016605,-199.34587487147428,0.04172473363912044,310.00440310043297,159.99256285594583,-380.5076072929903,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.89101134077108
-321.0275683381815,-214.51595219668428,-52.00684982932012,0.04172473363912044,385.6003243249661,159.99256285594583,-160.9972233099797,-7.467089844562537,143.77292732735435
-321.0275683381815,-96.96436675016606,-52.00684982932011,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771087
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771087
-321.0275683381815,-96.96436675016608,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016608,-52.006849829320124,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771087
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771087
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771087
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-229.12494347937894,148.1883159075874,17.891011340771087
-321.0275683381815,-96.96436675016606,-52.00684982932011,0.04172473363912044,310.00440310043297,-132.02544586942668,-160.9972233099797,433.95324826072624,-241.32109883782422
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594586,-160.9972233099797,137.97740992442297,17.891011340771087
-321.0275683381815,-96.96436675016604,-52.00684982932012,0.04172473363912044,310.00440310043297,159.9925628559458,-160.9972233099797,137.97740992442297,17.891011340771083
-321.0275683381815,-96.96436675016606,-52.00684982932011,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771083
-321.0275683381815,-96.96436675016606,-52.00684982932011,0.04172473363912044,310.0044031004329,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016606,-52.00684982932011,0.041724733639120444,310.00440310043297,159.99256285594583,-160.9972233099797,137.977409924423,17.891011340771087
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.041724733639120444,310.00440310043297,159.99256285594583,-160.9972233099797,137.977409924423,17.891011340771087
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771083
-321.0275683381815,-96.96436675016606,-52.00684982932011,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771087
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.89101134077108
-321.0275683381815,-96.96436675016605,-52.006849829320124,0.041724733639120444,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771087
-321.0275683381815,-96.96436675016605,-52.00684982932011,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771087
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771087
-321.0275683381815,-96.96436675016605,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771083
-321.0275683381815,-96.96436675016606,-52.00684982932012,0.04172473363912044,310.00440310043297,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771083
-321.0275683381815,-96.96436675016605,-52.006849829320124,0.04172473363912044,310.0044031004329,159.99256285594583,-160.9972233099797,137.97740992442294,17.891011340771087
-516.1602894441678,-96.96436675016608,-52.00684982932012,-77.52023812525587,310.0044031004329,159.99256285594583,-160.9972233099797,137.97740992442297,17.891011340771087
