nPeaks,nHoles,total_col_with_hole,total_dy,x_transitions,y_transitions,total_none_cols,maxWell,fullLines
-3.50741566606641e-16
4.0363801388415724e-16
-6.370906033607172e-16
-2.891232866497158e-16
1.468822246277119e-15
1.760891185894687e-15
9.977100208545704e-16
1.2725985175491929e-15
-6.372040302725595e-16
-6.357192115077381e-16
7.056214104022806e-16
-9.455659206301479e-16
-6.358326384195803e-16
-6.358326384195803e-16
1.4587079908964716e-15
-1.9811901622351915e-16
-1.6241643555147609e-15
-8.108574001047467e-16
2.921315096415051e-16
-3.049154088423471e-16
-9.14191301304401e-18
-6.358326384195803e-16
1.2478003213438335e-15
1.1216983498018206e-15
-7.642221593190785e-16
-2.099047761834731e-15
-244.91116546623616
1.0219440052500623e-15
6.754521033528247e-16
-6.358326384195803e-16
-7.306095352765972e-16
-5.144493450927567e-16
-4.599054949172961e-16
-1.6956402907734152e-15
1.1373178012633573e-16
1.248364533153701e-15
-6.370906033607172e-16
-2.144691766434449e-15
9.829236740745035e-17
-20.0791584556801
9.208129392107868e-16
8.22572825251814e-16
-1.6398483651045776e-17
5.6446823297410034e-18
-2.903299891850584e-16
6.754521033528247e-16
-2.78023995602417e-17
1.7048598238936928e-17
-6.358326384195803e-16
-9.547288911842954e-16
